;name;author;narrator;time;releasedate;language;stars;price;ratings
1023;Притяжение воды и пламени. [Attraction of Water and Flame.];AleksAnzhelo;TatyanaVinogradova;324;2021-07-27;russian;0.0;234.0;0
1024;Entdeck mich. Weltberühmte Expeditionen;FerdinandFreiherrvonRichthofen,HeinrichSchliemann,AlexandervonHumboldt;FrankArnold,WalterKreye,JohannesSteck;293;2009-06-11;german;0.0;535.0;0
1025;Berlin;WolfgangFeyerabend;KerstinHoffmann,AxelThielmann;77;2021-12-15;german;0.0;233.0;0
1026;Мыслить ставками. Как принимать правильное решение, когда информация ограничена;SmartReading;ОльгаГанкова;33;2020-09-04;russian;0.0;132.0;0
1027;中国经济：观察与谏言 - 中國經濟：觀察與諫言 [The Chinese Economy: Observations and Advice];夏斌-夏斌-XiaBin;小朱-小朱-Xiaozhu;489;2018-02-12;mandarin_chinese;0.0;473.0;0
1028;Surviving a Borderline Parent;KimberleeRoth,FredaB.Friedman;PamWard;437;2015-12-27;English;0.0;820.0;0
1029;Destination Unknown;AmyClipston;AimeeLilly;453;2013-12-29;English;0.0;502.0;0
1030;Younger You;KaraN.FitzgeraldND;RachelPerry;728;2022-01-18;English;0.0;500.0;0
1031;Feast;HannahHoward;HannahHoward;485;2018-04-01;English;0.0;820.0;0
1032;En Nenjam Un Thanjam... [My Heart Is Your Refuge...];VijiPrabu;NancyMervin;206;2021-08-11;tamil;0.0;76.0;0
1033;El Poder de los Algoritmos (Narración en Castellano) [The Power of Algorithms];KonstantinaValogianni;CristinaSerra;6;2020-10-23;spanish;0.0;115.0;0
1034;Me, Myself, They;JoshuaM.Ferguson;JoshuaM.Ferguson;451;2019-05-07;English;0.0;636.0;0
1035;You Got This;MelissaHorvath;MelieWilliams;236;2021-08-28;English;0.0;585.0;0
1036;Product Leadership;RichardBanfield,MartinEriksson,NateWalkingshaw;MitchellDorian;461;2021-02-05;English;4.5;1340.0;2
1037;Gamora and Nebula;MackenziLee;AmberLeeConnors,KamaliMinter,ErinYvette;522;2021-06-15;English;0.0;703.0;0
1038;Stalking Jack the Ripper;KerriManiscalco,JamesPattersonforeword;NicolaBarber;566;2018-08-14;English;4.5;500.0;15
1039;Lorde;HeatherE.Schwartz;BookBuddyDigitalMedia;10;2021-04-28;English;0.0;164.0;0
1040;Dragon Whisper;NiamhMurphy;GabrielleBaker;632;2019-04-30;English;0.0;586.0;0
1041;O caminho do artista [The Artist's Way];JuliaCameron;PérolaPaes;634;2022-03-18;portuguese;0.0;187.0;0
1042;Advent;iMinds;JudeBeaumont;5;2009-12-08;English;0.0;33.0;0
1043;Monster's Mercy: Book 3;WilliamD.Arand;AndreaParsneau;796;2022-01-07;English;0.0;836.0;0
1044;La giustizia penale internazionale;SalvatoreZappalà;GabrieleCalindri;297;2019-12-31;italian;0.0;267.0;0
1045;Lebe, als gäbe es kein Morgen;CharlotteTaylor;ConstanzeButtmann,MartinKuupa;612;2021-05-21;german;0.0;502.0;0
1046;Vom Wind geküsst;LinRina;HannahBaus;859;2021-03-01;german;0.0;501.0;0
1047;Where There's Smoke;TerraLittle;MishiLaChappelle;577;2020-01-14;English;0.0;820.0;0
1048;An Uncivilized Romance: A Western Romance Story;EllieeAtkinson;AmyMelissaBentley;385;2018-05-22;English;0.0;586.0;0
1049;Dirty Rebound;MiraLynKelly;SavannahPeachwood,ChristianFox;367;2020-10-13;English;0.0;1172.0;0
1050;Kein Weihnachten ohne Puddingschuhe!;AnnaBöhm;AnnaSchudt;260;2020-12-08;german;0.0;233.0;0
1051;The Man Who Stalked Einstein;BruceJ.Hillman,BirgitErtl-Wagner,BerndC.Wagner;ArthurMorey;466;2016-02-01;English;0.0;668.0;0
1052;The Hunt;DavidFarbman;MattStone;306;2020-07-27;English;0.0;586.0;0
1053;Tod in der Marsch;HannesNygaard;JensHartwig;567;2021-11-16;german;0.0;300.0;0
1054;The House of Mirth;EdithWharton;JanMoorehouse;772;2021-12-22;English;0.0;434.0;0
1055;13½ Incredible Things You Need to Know About Everything;DK;AlexWingfield;468;2020-04-09;English;0.0;615.0;0
1056;PJ Masks: Héroes en Pijamas - Cuentos de tres minutos para dormir;eOne,NicolásOluchaSánchez-traductor;KevinCalderón;31;2022-02-21;spanish;0.0;76.0;0
1057;Aprender espanhol;ThomasRike;ThomasRike;71;2021-05-31;portuguese;0.0;300.0;0
1058;Чародей;ВладимирПоселягин;ПожилойКсеноморф;514;2021-11-17;russian;0.0;200.0;0
1059;Wo? stehen wir in der Krise;MaritaKühne;VincentSchott;151;2021-10-01;german;0.0;434.0;0
1060;The Silk Road Rediscovered;AnilK.Gupta,GirijaPande,HaiyanWang;SamDevereaux;452;2020-07-27;English;0.0;668.0;0
1061;ADHD 2.0;EdwardM.Hallowell,JohnJ.Ratey;FredSanders;327;2021-01-12;English;5.0;754.0;6
1062;Puffin Lives: Mahatma Gandhi;SubhadraSenGupta;RohiniVij;249;2021-04-22;English;0.0;502.0;0
1063;Soul Surfer;BethanyHamilton;EleniPappageorge;232;2011-03-10;English;5.0;469.0;2
1064;Innercise: The New Science to Unlock Your Brain's Hidden Power;JohnAssaraf;GaryElliot;425;2018-09-27;English;4.5;668.0;10
1065;Mission séduction;CharlotteRoucel;AnneGallien;406;2021-10-13;french;0.0;717.0;0
1066;We Have This Moment;DiannHunt;SherriBerger;461;2011-02-09;English;0.0;703.0;0
1067;Mengele;GeraldPosner,JohnWare,MichaelBerenbaum-introduction;BruceMann;915;2020-01-21;English;0.0;703.0;0
1068;怖いくらい通じる! 魔法のカタカナ英語(3) 《ファミリー編》;世界英語研究会;沖田千代子,HappyRiver;62;2021-06-18;japanese;0.0;697.0;0
1069;Unsettled;StevenE.Koonin;JayAaseng;434;2021-05-07;English;5.0;516.0;2
1070;聴く歴史・王朝時代『弘法大師・空海の生涯と密教の思想』【1】;松長有慶;松長有慶;65;2015-07-02;japanese;0.0;279.0;0
1071;絶歌を読んで少年Aの心を精神分析してみた結果・・・;ペンネームK.K.;紫都木龍麻;75;2022-02-10;japanese;0.0;418.0;0
1072;Treasure Island;RobertLouisStevenson;AdrianPraetzellis;448;2017-06-13;English;0.0;334.0;0
1073;Hot Copy;RubyBarrett;TroyDuran,SofiaWillingham;592;2021-05-25;English;0.0;469.0;0
1074;Big Business;TylerCowen;SteveEdwards;433;2019-04-09;English;0.0;134.0;0
1075;Рассказы о Суворове;СергейАлексеев;ВячеславГерасимов;186;2021-02-02;russian;0.0;166.0;0
1076;Catherine the Great;InfluentialEventsPublishing;MonroeWilliams;163;2022-03-20;English;0.0;117.0;0
1077;Sakyamuni (Buddha) [Russian Edition];K.Karyagin;EkaterinaRogushina;163;2015-11-10;russian;0.0;234.0;0
1078;Samson and Delilah;DarcyWeinbeck;DavidDuChene;11;2008-08-13;English;0.0;116.0;0
1079;Nicodemus;D.B.Reynolds;TorThom;887;2021-12-14;English;0.0;703.0;0
1080;Graceful Exits;SushilaBlackman-editor/compilation;NeilShah,DawnHarvey,EmilyZeller,;215;2014-12-09;English;3.0;100.0;1
1082;Dress code. Tajemnice męskiej elegancji;KrzysztofŁoszewski;RochSiemianowski;246;2021-12-22;polish;0.0;334.0;0
1083;Curious Beginnings;V.A.Lewis;TessIrondale;671;2021-06-15;English;0.0;1172.0;0
1084;Becoming a Professional Life Coach;PatrickWilliams,DianeS.Menendez;ChloeCannon;835;2019-08-13;English;5.0;703.0;1
1085;Anti-Inflammatory Diet for Beginners;BobbyMurray;ChrisCline;65;2020-09-18;English;5.0;375.0;1
1086;The Die of Destiny;FrankL.Cole;KirbyHeyborne;571;2021-08-03;English;0.0;937.0;0
1087;Il grande salto;VanniOddera;RuggeroAndreozzi;263;2022-02-08;italian;0.0;267.0;0
1088;Veiled Warriors;ChristineE.Hallett;ElizabethJasicki;680;2015-01-21;English;0.0;836.0;0
1089;Wildflower;RaineCantrell;ElisabethRodgers;639;2013-11-21;English;0.0;836.0;0
1090;The Darwin Economy;RobertHFrank;WalterDixon;503;2011-10-17;English;4.5;703.0;3
1091;Mercurial Dreams;HadenaJames;TiaRider;475;2021-08-17;English;0.0;375.0;0
1092;The Burning Secret;StefanZweig;MarkYoung;135;2022-02-07;English;0.0;166.0;0
1093;Ek Sau Aath [One Hundred and Eight];ParveenTarana;AnuradhaJain;207;2020-07-09;Hindi;4.5;501.0;2
1094;Unsent Letters [Russian Edition];AdelKutuj;TatyanaLennikova,VyacheslavDugin,AlexeyZadachin,;54;2017-10-05;russian;0.0;234.0;0
1095;Surprised by Love;LyleW.Dorsett;KateReading;298;2009-01-05;English;0.0;586.0;0
1096;Now Comes Good Sailing;AndrewBlauner;WilliamHope,BarbaraBarnes,KaliswaBrewster,;739;2021-10-19;English;0.0;585.0;0
1097;The Language of Things;DeyanSudjic;DanMorgan;291;2015-05-28;English;0.0;569.0;0
1098;The Fight for Jerusalem;DoreGold;NadiaMay;636;2007-01-17;English;3.0;836.0;1
1099;Becoming an Empowered Empath;WendyDeRosa,GabrielleBernstein-foreword;WendyDeRosa;518;2021-03-30;English;4.5;585.0;2
1100;English Grammar Master - New Edition - Grammar Practice. For Upper-intermediate / Advanced Learners at Proficiency Level B2-C1;DorotaGuzik,DominikaTkaczyk;LaraKalenik,TadeuszZ.Wolański,MaybeThatreCompany;218;2018-03-27;English;5.0;401.0;1
1101;Pity the Beast;RobinMcLean;DionGraham;719;2021-11-02;English;0.0;645.0;0
1102;2009年5月4週目 ヴォイニッチの科学書;中西貴之,BJ;中西貴之,BJ;33;2015-05-26;japanese;0.0;585.0;0
1103;Swift Fox All Along;RebeccaThomas;LisaNasson;11;2021-03-15;English;0.0;281.0;0
1104;Die Beute des Aliens;NovaEdwins;RobertKubus,StefanieMasnik;150;2021-11-12;german;0.0;166.0;0
1105;Magische Gezeiten - Das Geschenk;GabiRüther;GabiRüther;247;2021-03-23;german;0.0;132.0;0
1106;The Better Half;SharonMoalem;SharonMoalem;343;2020-04-07;English;0.0;888.0;0
1107;El Método Merkel;DirkKurbjuweit,AnaEstherRodríguez-traductor;TeresaCastanedo,SolAlonso,DiegodelArco,;597;2021-11-23;spanish;0.0;703.0;0
1108;How Not to be Afraid of Your Own Life;SusanPiver;SusanPiver;297;2007-05-24;English;0.0;585.0;0
1109;The Rise and Fall of Apartheid;DavidWelsh;GaryRundle;1607;2020-02-24;English;0.0;1138.0;0
1110;宇宙は何でできているのか　素粒子物理学で解く宇宙の謎;村山斉;日下純;308;2021-11-25;japanese;0.0;837.0;0
1111;Das Buch des Vergebens;DesmondTutu,MphoTutu;ClausBrockmeyer;355;2014-04-11;german;0.0;468.0;0
1112;Love Lifted Me;SaraEvans,RachelHauck;RebeccaGallagher;557;2012-01-03;English;0.0;844.0;0
1113;Der zerbrochene Ring;EvaMenasse;KarolaNiederhuber;11;2014-10-02;german;0.0;65.0;0
1114;Junk Science and the American Criminal Justice System;M.ChrisFabricant;ChrisHenryCoffey;650;2022-04-05;English;0.0;938.0;0
1115;Reklamechefens bedrageriske fidus;Diverse;BjarneMouridsen;11;2021-11-24;danish;0.0;32.0;0
1116;Baby Animals in Burrows;MarthaE.H.Rustad;anonymous;2;2022-03-15;English;0.0;82.0;0
1117;The Complete Low-FODMAP Diet;SueShepherdPhD,PeterGibsonMD;AudreyCannon;173;2021-02-05;English;4.0;1172.0;1
1118;Concierge Medicine;StevenD.Knope;GeorgeK.Wilson;481;2013-02-18;English;0.0;601.0;0
1119;Как работать по 4 часа в неделю, жить где угодно и богатеть;SmartReading;ТатьянаМаерс;31;2020-07-31;russian;0.0;132.0;0
1120;グリーン・ジャイアント 脱炭素ビジネスが世界経済を動かす;森川潤;野村達也;424;2021-12-24;japanese;0.0;837.0;0
1121;The Kissing Booth;BethReekles;CynthiaHolloway;576;2013-05-27;English;5.0;683.0;3
1122;Oathbound;VictoriaMcCombs;EllenQuay;658;2022-02-15;English;0.0;891.0;0
1123;A Gathering Midnight;HollyRace;BillieFulford-Brown;604;2021-06-10;English;0.0;1328.0;0
1124;Hindi;LivingLanguage;LivingLanguage;41;2007-12-10;English;0.0;753.0;0
1125;Fast Focus;DamonZahariades;JoeHempel;178;2017-02-24;English;5.0;233.0;1
1126;The Art of Coaching Teams;ElenaAguilar;CourtneyPatterson;616;2016-09-28;English;0.0;836.0;0
1127;Блоха и профессор;ГансХристианАндерсен,АннаГанзен;ДмитрийШандро;11;2021-12-23;russian;0.0;32.0;0
1129;Great Buddha Gym for All Mens and Womens;SallieTisdale;TiffanyMorgan;94;2015-04-28;English;3.0;100.0;2
1130;Hellion;BertriceSmall;DanielleCohen;1014;2020-08-18;English;0.0;703.0;0
1131;The Trouble with You;LACotton;SarahPuckett,WenRoss;661;2019-06-17;English;0.0;836.0;0
1132;Anton og Santo;CamillaWandahl;MartinJohs.Møller;35;2021-06-15;danish;0.0;166.0;0
1133;The Evil Echo;MichaelDahl,ScottNickel,JeffCrowther;anonymous;9;2022-03-16;English;0.0;105.0;0
1134;The Divine Comedy;DanteAlighieri;PamWard;783;2009-05-18;English;0.0;516.0;0
1135;Zegastos Kinder;BenB.Black;ClaudiaRohnefeld;240;2022-02-07;german;0.0;334.0;0
1136;1,000 Dollars & an Idea;SamWyly;PhilGigante;513;2008-09-01;English;0.0;702.0;0
1138;Die genial einfache Vermögensstrategie;MartinWeber,HeikeJacobs,ChristineLaudenbach,;SebastianPappenberger;447;2020-05-14;german;0.0;602.0;0
1139;Amazing U.S. Air Force Facts;MandyR.Marx;Anonymous;2;2022-02-23;English;0.0;82.0;0
1140;Wisdom of Souls;AnnJ.ClarkPhD,KarenJoy,JoanneSelinskePhD,;LeslieHoward;601;2019-12-08;English;4.5;703.0;3
1141;Il centenario che voleva salvare il mondo;JonasJonasson;ValerioAmoruso;711;2020-12-31;italian;0.0;585.0;0
1142;The First Wall;GavThorpe;JonathanKeeble;764;2020-02-29;English;4.0;1138.0;4
1143;Ins neue Land;GabrieleReuter;ClaudiaFalk;228;2022-01-04;german;0.0;267.0;0
1144;The House of Tongues;JamesDashner;MalcolmHillgartner;742;2021-10-21;English;0.0;703.0;0
1145;SmartPass Plus Audio Education Study Guide to Macbeth (Unabridged, Dramatised, Commentary Options);WilliamShakespeare,SimonPotter;Full-CastfeaturingJoanWalker,NickMurchie,CoralynSheldon;427;2006-06-14;English;0.0;665.0;0
1146;The Woodshed Mystery;GertrudeChandlerWarner;AimeeLilly;115;2012-07-25;English;5.0;305.0;1
1147;The Red Dirt Road;AlissaCallen;CaseyWithoos;531;2021-09-02;English;0.0;645.0;0
1148;Anatomy of a Murder;RobertTraver;JasonCulp;1158;2020-06-16;English;4.5;221.0;4
1149;The Clutter Remedy;MarlaStone;CynthiaFarrell;325;2019-12-31;English;0.0;837.0;0
1151;Der Wüstenplanet - Der Herzog von Caladan;BrianHerbert,KevinJ.Anderson,JakobSchmidt-Übersetzer;MarkBremer,UtaDänekamp;967;2021-11-09;german;0.0;1005.0;0
1152;The Wisdom Jesus;CynthiaBourgeault;JoHowarth;414;2014-11-18;English;4.0;668.0;1
1153;Revolutionary Mothering;AlexisPaulineGumbs-editor,ChinaMartens-editor,Mai'aWilliams-editor;DianaBlue;534;2021-02-02;English;0.0;586.0;0
1154;The Sky Is Everywhere;JandyNelson;JuliaWhelan;430;2010-03-09;English;4.5;586.0;2
1155;Stacking the Deck;DavidS.Pottruck;ChristopherPrice;500;2020-07-27;English;0.0;668.0;0
1156;Conservation;CharlesPerrings,AnnKinzig;KyleTait;987;2021-11-23;English;0.0;703.0;0
1157;Embattled Rebel;JamesM.McPherson;RobertFass;338;2014-10-07;English;0.0;1131.0;0
1158;You Can Change Other People;PeterBregman,HowieJacobsonPhD;PeterBregman;299;2021-09-28;English;5.0;585.0;1
1159;Budbringerne;MargaretPetersonHaddix;GreteTulinius;481;2021-06-15;danish;0.0;468.0;0
1160;De l'Education des Femmes;Pierre-Ambroise-FrançoisChoderlosdeLaclos;PhilippeBertin;123;2010-07-06;french;0.0;359.0;0
1161;X;JessicaGunderson,WilliamHayden,KeithMayesPhD;anonymous;12;2022-03-15;English;0.0;93.0;0
1162;The Hangman;LouisePenny;RobertBathurst;82;2021-11-18;English;0.0;187.0;0
1163;Chicken Soup for the Romantic Soul: Inspirational Stories About Love and Romance;JackCanfield,MarkVictorHansen;AnnMarieGideon;450;2013-05-28;English;0.0;668.0;0
1164;Annapurna;ArleneBlum,MauriceHerzog-foreword;EileenStevens;599;2018-11-20;English;5.0;820.0;4
1165;Disney Princess: Tangled, Brave, Beauty and the Beast;DisneyBookGroup;DisneyBookGroup;25;2020-10-07;English;0.0;117.0;0
1166;Dangerous Religious Ideas;RachelS.Mikva;SybilJohnson;532;2020-11-03;English;0.0;1005.0;0
1167;The Beautiful Little Things;MelissaHill;NicolaBarber;544;2021-09-21;English;0.0;844.0;0
1168;Allegory of the Cave;Plato;DeaverBrown;52;2007-08-15;English;0.0;94.0;0
1169;Im Auftrag der Toten;AxelPetermann;MichaelA.Grimm;797;2021-11-01;german;0.0;770.0;0
1170;The Fast Metabolism Diet;HayliePomroy;RebeccaLowman;342;2014-08-07;English;0.0;615.0;0
1171;Menteur;EdenFinley;BenoîtBerthon,LionelMonier;436;2021-10-14;french;0.0;490.0;0
1173;Who Was Alfred Hitchcock?;PamelaD.Pollack,MegBelviso;GildartJackson;52;2016-12-06;English;0.0;351.0;0
1174;Scam Me If You Can;FrankAbagnale;JasonCulp;551;2019-08-27;English;5.0;1005.0;2
1175;Moving in the Apostolic;JohnEckhardt;MirronWillis;312;2017-01-17;English;0.0;762.0;0
1176;Der lange Weg zur Freiheit;NelsonMandela;ThomasBalouMartin;1721;2014-03-31;german;0.0;468.0;0
1177;A Certain Idea of France;JulianJackson;JohnBanks;2119;2019-09-19;English;5.0;1093.0;1
1178;Kaufmännische Steuerung & Kontrolle für Kaufmann / Kauffrau im Großhandel;BenReichgruen;DanielWandelt;46;2015-11-19;german;0.0;233.0;0
1179;The Cat Who Saved Books;SosukeNatsukawa,LouiseHealKawai-translator;KevinShen;307;2021-09-16;English;4.5;323.0;6
1180;Trust Me, Jack's Beanstalk Stinks!;EricBraun,CristianBernardini;anonymous;7;2022-03-30;English;0.0;82.0;0
1181;Smart Phone Dumb Phone;AllenCarr;JotDavies;455;2019-09-05;English;5.0;569.0;2
1182;Garbage Land;ElizabethRoyte;ElizabethRoyte,JenniferAquino;704;2021-08-10;English;0.0;500.0;0
1183;Liberty for All?;JoyHakim;ChristinaMoore;341;2005-02-04;English;0.0;668.0;0
1184;Les grandes affaires des services secrets;RémiKauffer;HubertDrac;1021;2022-01-27;french;0.0;1057.0;0
1185;Fall Harvests;MarthaE.H.Rustad;Intuitive;4;2017-05-17;English;0.0;585.0;0
1186;My Ticket to Ride;JaniceMitchell;JanetMetzger;490;2021-10-26;English;0.0;703.0;0
1187;Ivy Lane;CathyBramley;ColleenPrendergast;719;2015-04-09;English;0.0;752.0;0
1188;Looking for Lorraine;ImaniPerry;LisaGayHamilton;507;2018-09-18;English;0.0;1005.0;0
1189;The Little Book of Bull Moves in Bear Markets;PeterD.Schiff;SeanPratt;404;2008-10-23;English;1.0;703.0;1
1190;Eld och is;ErinHunter;MattiasLinderoth;580;2021-08-26;swedish;0.0;568.0;0
1191;The Story of the Lafayette Escadrille;GeorgesThenault;JohannZeiger;194;2019-12-04;English;0.0;469.0;0
1192;Shingles Audio Collection Volume 6;RobertBevan,DrewHayes,R.E.Carr,;CassandraMyles,CalWembly;835;2021-09-07;English;0.0;703.0;0
1193;Tietjen auf Tour;BettinaTietjen;BettinaTietjen;451;2021-02-24;german;0.0;669.0;0
1194;The Numbered Discourses;BhikkhuSujato;Taradasa;3419;2021-12-05;English;0.0;1518.0;0
1195;Man Down;IrmaVenter,KarinSchimke-translator;SarahZimmerman,SteveWest,IngeborgRiedmaier;689;2021-04-20;English;0.0;1008.0;0
1196;Glorious Grace;JosephPrince;JasonYounger;589;2016-04-05;English;0.0;500.0;0
1197;The Confessions;SaintAugustine;LanceSmith;783;2020-09-30;English;0.0;702.0;0
1198;The Sense of an Ending;JulianBarnes;RichardMorant;277;2011-08-04;English;4.5;467.0;46
1200;Never Be Sick Again;KesterCotton,RaymondFrancisMsC;AlanSklar;816;2011-08-25;English;5.0;773.0;2
1201;Ghost Ship;A.D.AFrance-Williams;A.D.AFrance-Williams;393;2022-01-31;English;0.0;773.0;0
1202;Падение дома Ашеров;ЭдгарАлланПо,КонстантинБальмонт;АлександрМаликов;48;2021-12-23;russian;0.0;32.0;0
1203;A Madness Most Discreet;NicholeVan;MandyKaplan,CurtBonnem;764;2020-11-17;English;0.0;1172.0;0
1204;Такое сердце у меня [I Have Such a Heart];Зульфия;ЕленаБурова;358;2019-02-14;russian;0.0;117.0;0
1205;Daring to Fly;LisaMillar;LisaMillar;517;2021-09-01;English;0.0;805.0;0
1206;Dumping Princes;TyneO'Connell;NickyTalacko;395;2008-10-29;English;0.0;585.0;0
1207;盗難;江戸川乱歩;鬼城院護;41;2022-03-31;japanese;0.0;139.0;0
1208;musicbook:ヒストリー・オブ・ディスコ 1978年;松本みつぐ;松本みつぐ;20;2015-07-13;japanese;0.0;139.0;0
1209;The Playbook;KwameAlexander;RuffinPrentiss;66;2017-02-14;English;0.0;305.0;0
1210;Wicked Grind;J.Kenner;PaulaHoffman;552;2017-07-11;English;0.0;668.0;0
1211;Mushroom Rain;LauraK.Zimmermann,JamieGreen;SimonVance;15;2022-04-05;English;0.0;234.0;0
1212;A Creed in Stone Creek;LindaLaelMiller;JackGarrett;716;2012-07-01;English;0.0;660.0;0
1213;Memories of Ice;StevenErikson;RalphLister;2634;2019-01-03;English;5.0;1025.0;17
1214;Ambition;NatalieKellerReinert;PiperGoodeve;718;2018-05-08;English;0.0;703.0;0
1215;The Qur'an - Surah 60: Al-Mumtahina aka Al-Imtihan, Al-Mawada;OneMediaiPLTD;A.Haleem;18;2018-03-16;English;0.0;76.0;0
1216;Откуда берутся хорошие идеи;SmartReading;ДмитрийЕвстратов;26;2020-09-04;russian;0.0;132.0;0
1218;The Great Turkey Heist;GertrudeChandlerWarner;AimeeLilly;122;2012-08-28;English;0.0;305.0;0
1219;The Odyssey;Homer;AntonLesser;235;1999-12-26;English;0.0;501.0;0
1220;ДНК Творца [Creator DNA];NadezhdaMamaeva;NellyNovikova;651;2022-03-24;russian;0.0;585.0;0
1221;Bekenntnisse eines englischen Opiumessers;ThomasdeQuincey;FriedrichFrieden;237;2021-08-16;german;0.0;434.0;0
1222;Brain Health as You Age;StevenP.SimmonsMD,WilliamE.Mansbach,JodiL.Lyons;StephenR.Thorne;427;2018-12-19;English;0.0;468.0;0
1223;How a Second Grader Beats Wall Street;AllanS.Roth;ScottPeterson;402;2010-04-01;English;0.0;820.0;0
1224;7Twelve;CraigL.Israelsen;MarkAshby;286;2020-07-09;English;0.0;501.0;0
1225;Strangers to Ourselves;TimothyD.Wilson;JoeBarrett;511;2011-11-21;English;5.0;837.0;7
1226;Una muerte fácil;CharlaineHarris;AmandaReeves;623;2021-12-16;spanish;0.0;1022.0;0
1227;A Life in Secrets;SarahHelm;NicolaBarber;1159;2018-10-23;English;0.0;1382.0;0
1228;SuperMega Saves the Troops;MattWatson,RyanMagee;GenoSamuel;236;2021-12-10;English;0.0;501.0;0
1229;En pocas palabras;JeffreyArcher;AntonioRaluy;457;2021-12-01;spanish;0.0;268.0;0
1230;Die zweite Genesis;RainerSchorm;AxelGottschick;361;2021-12-27;german;0.0;334.0;0
1231;Violet and Victor Write the Best-Ever Bookworm Book;AliceKuipers;EmmaLysy;6;2021-01-26;English;0.0;500.0;0
1232;第599回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;21;2018-05-16;japanese;0.0;139.0;0
1233;The Wolf Den;ElodieHarper;AntoniaBeamish;751;2021-05-13;English;0.0;835.0;0
1234;Christianity in Action;HenryGariepy;RaymondTodd;541;2009-11-05;English;0.0;586.0;0
1235;Eugénie Grandet;HonorédeBalzac;JonathanFried;454;2013-12-24;English;0.0;703.0;0
1236;Oath of the Brotherhood;CarlaLaureano;Lisa-MarieAngel;736;2022-04-05;English;0.0;891.0;0
1237;What Is Zen;D.T.Suzuki;ChristopherReed;138;2000-02-16;English;5.0;74.0;2
1238;La Sociedad del Cansancio;Byung-ChulHan;RandolfoBarrionuevo;150;2021-06-28;spanish;0.0;434.0;0
1239;Our Separate Ways, with a New Preface and Epilogue (Revised);EllaBellSmith,StellaM.Nkomo;LisaReneéPitts;920;2021-11-16;English;0.0;703.0;0
1240;Almighty Is His Name;RandyClark,SusanThompson;P.J.Ochlan;324;2016-03-21;English;0.0;586.0;0
1241;Великие сражения Второй мировой войны;ЮрийЛубченков;АлександрБордуков;1088;2021-01-28;russian;0.0;166.0;0
1242;Embers of War;FredrikLogevall;FredSanders;1935;2018-11-13;English;0.0;1759.0;0
1244;The Very Best of O. Henry;O.Henry;PeterBerkrot;412;2011-01-10;English;0.0;656.0;0
1245;Serbian - Armenian. 1000 basic words;J.M.Gardner;Dunja,Lilit;158;2020-11-30;English;0.0;225.0;0
1246;The Case Against the Democratic House Impeaching Trump;AlanDershowitz;JimSeybert;592;2019-03-19;English;0.0;1172.0;0
1247;What Bae Won't Do: The Finale;GenesisWoods;LynnWright,TonyIsabella;308;2021-05-25;English;0.0;703.0;0
1248;Schon geht der nächste Schwan;ChristophWagner-Trenkwitz;N.N.;76;2010-12-23;german;0.0;334.0;0
1249;Music;NicholasCook;SuzanneToren;299;2021-06-08;English;0.0;469.0;0
1250;Crystals Made Easy;JudyHall;LucyTregear;336;2021-10-11;English;0.0;656.0;0
1251;Max und Anna retten den Weihnachtsbaum;MoniqueSchlömer;AmelieWintzen,BerndPeter,BertStevens;31;2008-03-26;german;0.0;233.0;0
1252;Vicky der Vampir;DNF-VerlagGmbH;DNF-VerlagGmbH;77;2022-03-22;german;0.0;267.0;0
1253;Investing in Your 20s & 30s for Dummies;EricTysonMBA;DavidMarantz;661;2021-06-29;English;0.0;586.0;0
1254;The Diamond in Your Pocket;Gangaji;Gangaji;387;2007-05-30;English;5.0;702.0;1
1255;The Godless Gospel;JulianBaggini;JulianBaggini;510;2020-10-01;English;0.0;645.0;0
1256;Lonely Less;GillHasson;KelliTager;275;2021-08-03;English;0.0;586.0;0
1257;Breathing Under Water;FatherRichardRohrOFM,AnneLamott-foreword;JohnQuigleyOFM;275;2022-01-06;English;0.0;469.0;0
1258;The Secrets of the Millionaire Mind [Los secretos de la mente millonaria];T.HarvEker;EdwinRoldan;130;2014-12-19;spanish;4.0;348.0;1
1259;Saving Buddy;NicolaOwst;JenniferNess;376;2020-09-17;English;0.0;569.0;0
1260;Marine A;AlexanderBlackman;JakeWood;475;2019-11-14;English;0.0;645.0;0
1261;Mystic;AlysonNoёl;EmEldridge;579;2021-01-26;English;0.0;586.0;0
1263;L'art du massage tantrique et cachemirien;MichèleLarue;BenoîteB.;272;2020-04-24;french;0.0;452.0;0
1264;2010年1月4週目 ヴォイニッチの科学書　　;中西貴之,BJ;中西貴之,BJ;24;2018-05-16;japanese;0.0;585.0;0
1265;Israel ABCs;HollySchroeder,ClaudiaWolf;anonymous;16;2022-03-30;English;0.0;93.0;0
1266;Jeg dør, men mindet lever;HenningMankell;TobiasMayHertz;135;2021-05-31;danish;0.0;585.0;0
1268;A Step Too Far;H.L.Day;BradKing;590;2020-01-21;English;0.0;586.0;0
1269;Faith Alone;TerriAnnJohnson;JoellA.Jacob;273;2019-06-04;English;0.0;469.0;0
1270;The Battle of Midway (Pivotal Moments in American History);CraigL.Symonds;JamesLurie;887;2012-05-22;English;5.0;1003.0;2
1271;L'enfant perdue;LouiseHameau;EmmanuelleLemée;161;2021-11-25;french;0.0;225.0;0
