;name;author;narrator;time;releasedate;language;stars;price;ratings
508;Il sergente nella neve;MarioRigoniStern;GigioAlberti;297;2020-05-27;italian;0.0;420.0;0
509;President Carter;StuartE.Eizenstat,MadeleineAlbright-foreword;BrianTroxell,MadeleineAlbright,StuartE.Eizenstat-preface&introduction;2244;2018-04-25;English;0.0;335.0;0
510;Das Sommerloch;NorbertBlüm;NorbertBlüm;136;2021-07-01;german;0.0;233.0;0
511;Кобра клана Шенгай;МаринаКомарова;ОксанаШокина;557;2022-02-03;russian;0.0;166.0;0
512;Wie Google tickt - How Google Works;EricSchmidt,JonathanRosenberg;ChristianJungwirth;544;2016-12-29;german;0.0;568.0;0
513;Stargazer's Alphabet;JohnFarrell;MariaCabezas;23;2013-10-22;English;0.0;305.0;0
514;Brilliant Beauty Inventions;NadiaHiggins;Intuitive;27;2017-06-26;English;0.0;164.0;0
515;The Little Book of Hygge;MeikWiking;MeikWiking;193;2016-09-01;English;4.0;615.0;67
518;PJ Masks - En Gatnoi i l’Encongidor;eOne,AnaC.AlcainaPerez-traductor;RogerSerradell;7;2022-02-18;catalan;0.0;76.0;0
519;Гобсек;ОноредеБальзак;АлександрАлексеев-Валуа;174;2022-01-26;russian;0.0;99.0;0
520;De wet van de macht;ScottTurow,PaulHekman-translator;MachteldvanderGaag;1681;2022-02-11;dutch;0.0;267.0;0
521;Tagebücher 1925;HarryGrafKessler;OrgDubonton;113;2021-04-01;german;0.0;233.0;0
522;Rosvojahti;TaruMäkinen;Ari-MattiHedman;37;2022-01-27;finnish;0.0;32.0;0
523;The Archetypes and the Collective Unconscious;CarlJung;MartynSwain;824;2020-12-29;English;0.0;1036.0;0
524;Madre Teresa de Calcuta [Mother Teresa of Calcutta];OnlineStudioProductions;uncredited;27;2015-05-01;spanish;0.0;117.0;0
525;The Selfish Gene;RichardDawkins;RichardDawkins,LallaWard;972;2011-03-29;English;4.5;836.0;147
526;Herzklopfen unterm Weihnachtsbaum;GiselaMariaStiens;LisaMüller;283;2021-12-02;german;0.0;468.0;0
527;Заноза для хвостатого адмирала [A Splinter for the Tailed Admiral];OlgaGron,YasminaSapphire;OlegKejnz,GalinaKejnz;590;2021-10-20;russian;0.0;234.0;0
528;Everything Is F*cked;MarkManson;MarkManson;422;2019-05-14;English;4.5;1181.0;178
529;Lotta und Luis und das Osterwunder;KirstenBrünjes,MartinaDröge;PhilippSchepmann,ThomasFriebe;37;2020-11-13;german;0.0;99.0;0
530;Indy Cars;WendyHinoteLanier;AaronHelming;6;2018-04-24;English;0.0;93.0;0
531;Rethinking Teacher Supervision and Evaluation (Second Edition);KimMarshall;SteveMenasche;726;2021-08-31;English;0.0;703.0;0
533;実説 城谷怪談「やきもち」;城谷歩;城谷歩;21;2022-02-14;japanese;0.0;139.0;0
534;The Great Nowitzki;ThomasPletzinger;JulianMehne;923;2019-08-22;german;0.0;669.0;0
535;Wild Cards V: Down and Dirty;GeorgeR.R.Martin;RaphaelSbarge,SeanAstin,RoyDotrice,;1280;2016-04-05;English;3.0;1507.0;1
536;The Plot Against Hip Hop;NelsonGeorge;ShaynaSmall;317;2014-10-07;English;0.0;702.0;0
537;Ali Baba and the Forty Thieves;auteurinconnu;KatieHaigh;23;2016-01-06;English;0.0;187.0;0
538;Southern Sunrise;NatashaMadison;BrianPallino,MoraisAlmeida;370;2020-07-14;English;0.0;1172.0;0
539;Francona;TerryFrancona,DanShaughnessy;JeffGurner;843;2013-01-22;English;0.0;221.0;0
540;Puppy Training for Beginners;EvaUnderwood;HaileyNeilson;175;2020-08-13;English;0.0;585.0;0
541;Islam and Political Economic Systems;AbdulKarimBangura-editor;MichaelScherer;458;2013-07-02;English;0.0;668.0;0
542;Bird Songs in Literature;JosephWoodKrutch,PeterKellogg;FrederickG.Marcham;44;2008-03-12;English;0.0;468.0;0
543;When Sparks Fly;KristenZimmer;LynnNorris;467;2021-04-28;English;5.0;668.0;2
545;Iqbal;FrancescoD'Adamo;ChristinaMoore;172;2006-07-24;English;5.0;467.0;2
546;Cold Day in the Sun;SaraBiren;JuliaKnippen;512;2019-03-12;English;0.0;422.0;0
547;聴く歴史・古代『“古事記”“日本書紀”が描く神話の世界』;上田正昭;上田正昭;64;2015-07-01;japanese;0.0;279.0;0
548;Zero Hour;CraigAlanson;R.C.Bray;1040;2018-02-06;English;5.0;585.0;6
549;United States of Fear;MarkMcDonaldMD;AxelBosley;191;2022-03-01;English;0.0;632.0;0
550;Free Speech on Campus;ErwinChemerinsky,HowardGillman;JamesEdwardThomas;336;2017-09-12;English;0.0;668.0;0
551;The Fire Portrait;BarbaraMutch;JoannaBending;676;2022-01-01;English;0.0;759.0;0
552;Samsa;LorenzoAriza;EnricPuig;366;2021-09-23;spanish;0.0;307.0;0
553;Driving Lessons;SteveFriedman;JeremyArthur;77;2014-03-28;English;0.0;233.0;0
554;Lamb's Tales from Shakespeare;Charles,MaryLamb;MartinJarvis,RosalindAyres;293;2005-06-13;English;0.0;569.0;0
555;Vision or Mirage;DavidRundell;FajerAl-Kaisi;821;2021-09-08;English;0.0;586.0;0
557;Les plus beaux contes Zen 2;HenriBrunel;SylvieTestud;119;2008-04-15;french;0.0;906.0;0
558;Unlikely Positions in Unlikely Places;ElizabethGowing;ElizabethGowing;405;2019-10-10;English;0.0;645.0;0
559;The Circle of Nine;CherryGilchrist;RachaelBeresford;531;2018-09-01;English;0.0;586.0;0
561;親ごころ;ギ・ド・モーパッサン;伊藤治明;18;2021-06-26;japanese;0.0;139.0;0
562;Churchill's German Army;HelenFry;CorrieJames;548;2021-08-03;English;0.0;586.0;0
563;The Significant Brothers Collection;E.Davies;GregBoudreaux;2248;2020-06-26;English;0.0;1003.0;0
564;Amazon Keyword Research;RedMikhail;TrevorOheir;61;2020-10-21;English;0.0;187.0;0
565;Khoya Pani;MushtaqAhmedYusufi;NeerajYadav;939;2020-12-29;Hindi;4.5;1003.0;9
566;苦い貴方にお砂糖を;アクア・アルタ;浅見ゆい;71;2021-11-25;japanese;0.0;279.0;0
567;Selfcare für Mamas;DanielaGaigg,LindaSyllaba;SandraRagg;318;2021-04-14;german;0.0;434.0;0
568;If the Fates Allow;RainbowRowell;RebeccaLowman;69;2021-11-18;English;2.0;67.0;1
570;The 5 Mistakes Every Investor Makes and How to Avoid Them;PeterMallouk;TomParks;311;2014-11-14;English;5.0;668.0;3
571;The Recovery of Family Life;ScottYenor;NickStevens;873;2020-11-02;English;0.0;469.0;0
572;Taste of Passion;RenaeJones;EmilyCauldwell;152;2013-10-21;English;0.0;166.0;0
573;Rückkehr ins Leben;JensSöring;PhilippSchepmann;580;2021-09-23;german;0.0;535.0;0
574;第825回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;17;2018-05-16;japanese;0.0;139.0;0
575;Gangsteritappo;N.N.;LeoNiemi;49;2020-01-15;finnish;0.0;233.0;0
576;The Nerviest Girl in the World;MelissaWiley;TaraSands,MelissaWiley;226;2021-06-22;English;0.0;754.0;0
577;Cordelluna (Narración en Catalán) (Catalan Edition);EliaBarceló;EstelTort;559;2020-09-29;catalan;0.0;691.0;0
578;Dear Enemy;JeanWebster;AngieKane;410;2021-09-14;English;0.0;773.0;0
579;The Happiness of Pursuit;DavisPhinney,AustinMurphy;IraRosenberg;440;2013-05-07;English;0.0;668.0;0
580;My Life with the Chimpanzees;JaneGoodall;JaneGoodall;223;2019-11-19;English;5.0;500.0;9
581;Incurable Me;K.PaulStollerMD;JamesPatrickCronin;505;2016-12-05;English;0.0;668.0;0
582;The Dozier School for Boys;Dr.ElizabethA.Murray;SteveWojtas;163;2020-03-03;English;0.0;1172.0;0
583;The Little Book of Behavioral Investing;JamesMontier;SeanPratt;302;2010-05-07;English;4.5;791.0;51
584;The Diamond Hunters;WilburSmith;CiaranSaward;493;2019-07-30;English;3.0;569.0;1
585;Dude, Bro;BreadFoster;JessePoulton,JamesCavenaugh;701;2015-11-09;English;0.0;836.0;0
586;Classic Fairy Stories;NaxosAudioBooks;BernardCribbins;156;2004-12-26;English;0.0;434.0;0
587;2013年3月1週目 ヴォイニッチの科学書;中西貴之,BJ;中西貴之,BJ;36;2015-05-25;japanese;0.0;139.0;0
588;The Raven;EdgarAllanPoe;K.AndersonYancy;12;2013-01-12;English;0.0;86.0;0
589;You Are Awesome;RotimiOgunjobi;RotimiOgunjobi,EmmanuelSmith;96;2021-10-13;English;0.0;233.0;0
590;Beyond Good and Evil;FriedrichNietzsche;EllisFreeman;465;2019-09-26;English;1.0;1008.0;1
591;El arco de Ramsés II [The Bow of Rameses II];MariaMañeru;ArturoMercadoJr.;69;2020-08-17;spanish;0.0;268.0;0
592;Carl Weber Presents Kingpins: Detroit;MichelMoore;DylanFord;460;2019-07-30;English;0.0;703.0;0
593;Carol of the Bells;BillBrownJr.;BillBrownJr.;20;2021-09-14;English;0.0;60.0;0
594;Black Sparkle Romance;AmaraNicoleOkolo;NajiteDede;224;2021-01-09;English;0.0;469.0;0
595;The Waste-Free World;RonGonen;DanBittner;513;2021-04-06;English;0.0;879.0;0
596;Das Modehaus;JuliaKröhn;CharlottePuder;933;2021-12-22;german;0.0;669.0;0
597;The Cupcake Caper;GertrudeChandlerWarner;AimeeLilly;77;2012-08-17;English;0.0;305.0;0
598;Mathilda;MaryWollstonecraftShelley;CoriSamuel;233;2021-07-27;English;0.0;334.0;0
599;Risk Forward;VictoriaLabalme;VictoriaLabalme;93;2021-03-30;English;0.0;703.0;0
600;Talking of Justice;LeilaSeth;ShernazPatel;346;2018-05-24;English;4.5;555.0;2
601;Lucy and Desi;WarrenG.Harris;JimFrangione;838;2016-12-16;English;0.0;836.0;0
602;第590回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;33;2018-05-15;japanese;0.0;139.0;0
604;Хозяйственная этика мировых религий. Опыты сравнительной социологии религии. Конфуцианство и даосизм;SmartReading;ТатьянаМаерс;38;2020-08-06;russian;0.0;132.0;0
605;Believe in Me;AlexandriaHouse;SeanCrisden,Mari;380;2019-04-16;English;0.0;586.0;0
606;Mentira;CareSantos;LilianRodas;240;2021-07-07;spanish;0.0;268.0;0
607;The Open-Focus Life;LesFehmiPhD,SusanShorFehmiLCSW,MarkBeauregard;ArthurMorey;436;2021-07-20;English;0.0;585.0;0
608;Strategy;LawrenceFreedman;MichaelButlerMurray;1924;2014-05-29;English;4.0;1338.0;5
609;Will Sparrow's Road;KarenCushman;KatherineKellgren;309;2012-11-06;English;0.0;754.0;0
610;December Dreams. Ein Adventskalender - 24 Lovestorys plus Silvester-Special;StellaTack,StefanieHasse,KiraLicht,;JonathanKeeble;481;2021-11-19;german;0.0;367.0;0
611;Getting Something to Eat in Jackson;JosephC.EwoodzieJr.;BeresfordBennett;619;2021-10-05;English;0.0;938.0;0
612;Bitter Flowers;GunnarStaalesen;MarkMeadows;690;2022-01-01;English;0.0;785.0;0
613;Discovering Her Heart: Kristen;RiverFord;EmmaFaye;314;2021-08-14;English;0.0;187.0;0
614;Mindful running;MoiGonzález,MontseRodrigues;RobertoFedele;229;2018-09-07;italian;0.0;190.0;0
615;The Qur'an: Surah 89 - Al-Fajr;OneMediaiPLTD;A.Haleem;6;2018-04-06;English;0.0;76.0;0
616;Smart, Not Spoiled;ChadWillardson;ChadWillardson;281;2021-10-28;English;0.0;469.0;0
617;The Borgias;G.J.Meyer;EnnReitel;1198;2013-04-02;English;0.0;1256.0;0
618;The Black Hand;StephanTalty;ScottAiello;557;2017-04-25;English;0.0;668.0;0
619;Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets;NassimNicholasTaleb;JoeOchman;537;2019-01-08;English;4.0;585.0;63
620;Where You Are;J.H.Trumble;BradKing,NoahMichaelLevine;590;2019-10-22;English;5.0;703.0;1
621;Masters of Sex;ThomasMaier;DorieBarton;735;2009-02-16;English;5.0;679.0;1
622;Tea at Five;MatthewLombardo;KateMulgrew;71;2003-10-24;English;0.0;468.0;0
623;Stronger;CindyMcCain;CindyMcCain;542;2021-05-11;English;0.0;1005.0;0
624;Ulysse, l'aventurier des mers;HéléneMontardre;EmmanuelDekoninck;162;2021-03-11;french;0.0;567.0;0
625;脱サラ☆４６歳 カナダに留学♡住んでみた！~その後のバンクーバー編~;kyoan;kyoan;99;2021-04-15;japanese;0.0;279.0;0
626;Metodo Silva. I consiglieri Theta;DavidBrown;FabioFarnè;160;2018-07-01;italian;0.0;113.0;0
627;Raise the Stakes;MeganAtwood;BookBuddyDigitalMedia;80;2018-12-28;English;0.0;469.0;0
628;Ich hab nichts gegen Frauen, du Schlampe!;SarahBosetti;SarahBosetti;56;2020-09-08;german;0.0;233.0;0
629;Primal Possession: A Dark Omegaverse Romance;TabithaBlack;MarcioCatalano;292;2020-04-21;English;0.0;585.0;0
630;The Arabian Nights - Codadad and His Brothers;AlphaDVD;GaleVanCott;51;2011-02-04;English;0.0;32.0;0
631;Let Go Now: Embrace Detachment as a Path to Freedom;KarenCasey;VanessaDaniels;424;2019-11-27;English;0.0;703.0;0
632;Our National Forests;GregM.Peters;ArthurMorey;478;2021-11-09;English;0.0;562.0;0
633;Philadelphia;TreasureHernandez,Buck50Productions;iiKane;242;2018-07-03;English;0.0;702.0;0
634;On the Grid;ScottHuler;BronsonPinchot;520;2014-07-29;English;0.0;668.0;0
635;Working with Difficult People;WilliamLundinPh.D.,KathleenLundin,MichaelS.Dobson;JimBond,LauralMerlington;181;2017-04-07;English;0.0;703.0;0
636;Vernon God Little;D.B.C.Pierre;NickLandrum;609;2011-01-26;English;4.5;759.0;2
637;Z Diaries. Staffel 1 - Teil 2;AnjaHansen;MartinKuupa;99;2021-04-30;german;0.0;233.0;0
638;プロ動画編集が教えるYouTube成功法;相川正樹;福岡真延;53;2021-07-15;japanese;0.0;837.0;0
639;Close Cover;LexiBlake;RyanWest;606;2019-01-08;English;0.0;836.0;0
640;Believe Your Eyes;CoriDoerrfeld;BookBuddyDigitalMedia;12;2019-01-28;English;0.0;469.0;0
641;Monkey Trouble;GertrudeChandlerWarner;TimGregory;105;2012-09-13;English;5.0;305.0;1
642;The Sign of Silence;WilliamLeQueux;TomWeiss;423;2022-02-09;English;0.0;334.0;0
643;Tesla oder: Wie Elon Musk die Elektromobilität revolutioniert;ChristophKrachten;ChristophKrachten;261;2022-01-17;german;0.0;434.0;0
644;Post Mortem;PaoloLaPaglia;RosannaLia;788;2021-07-26;italian;0.0;382.0;0
645;The Better Boundaries Workbook;SharonMartinMSWLCSW;AnnaCaputo;354;2022-02-28;English;0.0;586.0;0
646;Crime and Carpetbags;JulieBerry;JayneEntwistle;548;2021-04-29;English;0.0;1003.0;0
647;Mesterdetektiven Blomkvist;AstridLindgren;MortenThunbo;230;2019-04-23;danish;0.0;434.0;0
648;The Bowery;StephenPaulDeVillo;DanielHenning;620;2021-06-29;English;0.0;586.0;0
649;How to Raise a Conservative Daughter;MichelleEaston;BeckyWhite;456;2021-10-05;English;0.0;1172.0;0
650;The Things You Can See Only When You Slow Down;HaeminSunim,Chi-YoungKim-translator;SeanPratt;171;2017-02-23;English;4.5;615.0;77
651;Metadata;JeffreyPomerantz;StevenMenasche;308;2015-11-05;English;0.0;586.0;0
652;Do Kash Zindagi;RajaNitinParihar;Nair;59;2021-02-25;Hindi;0.0;233.0;0
653;A to Z Mysteries Super Edition 6: The Castle Crime;RonRoy;DavidPittu;108;2022-03-15;English;0.0;402.0;0
654;Selleriesaft;AnthonyWilliam;OlafPessler;558;2019-11-11;german;0.0;502.0;0
655;100 taoistiska citat;auteurinconnu;JohannesJohnström;22;2021-01-08;swedish;0.0;149.0;0
656;Live Wire;HarlanCoben;NezarAlderazi;638;2022-01-20;English;0.0;569.0;0
657;How to Listen So People Will Talk;BeckyHarling;CarlaMercer-Meyer;299;2017-08-01;English;0.0;762.0;0
658;The Radio Right;PaulMatzko;KyleTait;600;2020-10-13;English;0.0;703.0;0
659;Burn;MeiXu;NancyWu;377;2021-07-13;English;0.0;585.0;0
660;Cero Limites [Zero Limits];JoeVitale,Dr.IhaleakalaHewLen;JuanGuzman,AlejoFelipe;225;2011-10-14;spanish;0.0;340.0;0
661;Caught by the Sea;GaryPaulsen;PatrickLawlor;123;2012-12-17;English;0.0;352.0;0
663;Das Herz der Highlands;KathleenGivens;CorneliaWaibel;1027;2021-12-21;german;0.0;602.0;0
664;L'importante è vincere;EvaCantarella,EttoreMiraglia;BeatriceMargiotti;247;2019-03-26;italian;0.0;267.0;0
665;Those Who Know Don't Say;GarrettFelber;JaninaEdwards;520;2021-09-21;English;0.0;586.0;0
666;HT-banden - første afsnit;Variousauthors;FinnAndersen;49;2021-12-09;danish;0.0;133.0;0
667;Пьесы;АлександрНиколаевичОстровский;ВадимЦымбалов;467;2021-12-23;russian;0.0;99.0;0
668;Home, Land, Security;CarlaPower;CarlaPower;717;2021-09-07;English;0.0;1131.0;0
669;The 30-Second Commute;StephanieDickison;SuzyMyers;315;2009-12-10;English;0.0;602.0;0
670;Vara i nuet;JosefinASMR;JosefinASMR;51;2022-01-11;swedish;0.0;233.0;0
671;Замуж по подписке [Married by Subscription];OlgaPashnina,AnnaOduvalova;OlgaDianova;629;2021-08-24;russian;0.0;234.0;0
672;Pandora’s Box;JornLeonhard,PatrickCamiller-translator;DaviddeVries;2373;2018-12-12;English;4.0;1338.0;1
673;Queen of Dreams;KathrynAnnKingsley;StephanieBentley;444;2020-02-25;English;0.0;586.0;0
674;Four Blood Moons;JohnHagee;DeanGallagher;312;2013-11-05;English;0.0;569.0;0
675;Shards of Frost;SuzanneWright;JillRedfield;705;2020-06-30;English;0.0;703.0;0
676;Abigail of Venice;LeighRussell;CharlieAlbers;675;2022-03-29;English;0.0;703.0;0
677;En sus marcas, listos… ¡ESPÉREN! ¿Qué hacen los animales antes de un huracán? [On Your Mark, Get Set... Wait! What Do Animals Do Before a Hurricane?];PattiR.Zelch;AzildeWorley;4;2015-11-23;spanish;0.0;23.0;0
678;Blind Curves;DianeAnderson-Minshall,JacobAnderson-Minshall;AikoNakasone;615;2013-03-11;English;0.0;836.0;0
679;Der Weg des SEAL;MarkDivine;MarkusBöker;592;2021-04-08;german;0.0;635.0;0
680;Passives Einkommen durch Immobilien;WilliamLakefield;ChristopherMayer;144;2020-09-08;german;0.0;434.0;0
681;Die Reisen des Marco Polo;AlbertBarillé;JosefMeinrad,KlausMiedel,ArnoldMarquis,;22;2020-02-14;german;0.0;133.0;0
682;A Short History of Nearly Everything;BillBryson;BillBryson;348;2010-04-01;English;4.5;615.0;41
683;My Bondage and My Freedom (AmazonClassics Edition);FrederickDouglass;JDJackson;936;2021-06-01;English;0.0;1055.0;0
684;【起業の天才】開業する前に絶対に必要！最強マインドセット！;相川正樹;福岡真延;50;2021-02-25;japanese;0.0;418.0;0
685;Savage Ascension: The Complete Series;AtlasKane;ChristianJ.Gilliland,HazelCohen;1654;2021-12-27;English;0.0;1003.0;0
686;Looking for the Enemy;BetteDam;MelitaCameron-Wood;630;2022-01-12;English;0.0;1519.0;0
687;Tidy the F--k Up;MessieCondo;NatalieNaudus;193;2020-06-02;English;4.0;1172.0;4
688;Chakras, Food, and You;CyndiDale,DanaChilds;CindyKay;578;2021-08-03;English;0.0;703.0;0
689;Cry Back My Sea;SarahArvio;SarahArvio;68;2021-08-10;English;0.0;377.0;0
690;Die Hebamme von Sylt;GisaPauly;SabineSwoboda;1003;2021-09-14;german;0.0;233.0;0
691;Hitler's Holy Relics;SidneyKirkpatrick;CharlesStransky;645;2010-05-11;English;0.0;836.0;0
692;Think Small;OwainService,RoryGallagher;JoeJameson;346;2017-09-26;English;0.0;569.0;0
693;Love a Little Stronger;PreetiShenoy;PriyankaRajpal;269;2018-06-01;English;5.0;145.0;10
694;Le livre des amours;HenriGougaud;HenriGougaud;232;2013-06-25;french;0.0;906.0;0
695;Mastered;MayaBanks;JeremyYork;792;2015-12-29;English;5.0;469.0;1
696;Soul of the Mage;D.D.Chance;HollyAdams,AlexanderCendese;559;2021-01-26;English;0.0;586.0;0
697;I am learning Tamil;J.M.Gardner;Katie,Visakan;233;2018-12-19;English;5.0;566.0;1
698;The Sexually Confident Wife;ShannonEthridge;ShannonEthridge;418;2011-07-20;English;0.0;609.0;0
699;Hør lige her!;GulraizSharif;MadsHjulmand;273;2021-10-26;danish;0.0;468.0;0
700;Real Estate Titans;ErezCohen;DanielHenning;499;2019-04-10;English;0.0;820.0;0
701;Got to Give the People What They Want;JalenRose;JalenRose;572;2015-10-06;English;0.0;1005.0;0
702;I Would Die 4 U;Touré;Touré;302;2016-09-27;English;0.0;668.0;0
703;The Echo Chamber;JohnBoyne;RichardE.Grant;878;2021-08-05;English;5.0;888.0;1
705;Un problema con alas;PedroMañas,DavidSierraListón;ElenaSilva;63;2022-01-03;spanish;0.0;384.0;0
706;Excessif [Excessive];MaximMartin,DanyBouchard-contributeur;MaximMartin;360;2021-01-20;french;0.0;649.0;0
707;You're Next;KylieSchachte,JamesPatterson-foreword;TessaNetting;626;2020-07-07;English;0.0;500.0;0
708;Guía diaria de sus angeles [Daily Guide to Your Angels];DoreenVirtue;AnaLauraSantana;562;2019-03-16;spanish;0.0;668.0;0
709;How to Be;JudithValente,PaulQuenonOCSO,KathleenNorris-foreword;PamWard;296;2021-11-09;English;0.0;586.0;0
710;Sinopticon;XuetingChristineNi-editortranslator;XuetingChristineNi,JeremyAngJones,RebeccaYeo,;803;2021-11-09;English;0.0;888.0;0
711;The Zoran's Baby;LunaHunter;BethRoeg;211;2018-05-08;English;0.0;383.0;0
712;The Invisible Brand;WilliamAmmerman;JasonCulp;528;2019-06-14;English;0.0;668.0;0
713;The Magnificent Cyborg;HoneyPhillips;JasonClarke,JillRedfield;357;2021-01-19;English;0.0;1005.0;0
714;So Not My Type;AmeliaKingston;TeddyHamilton,ElizabethHart;358;2022-02-15;English;0.0;586.0;0
715;El alquimista impaciente;LorenzoSilva;FernandoCoronado,IsabelTorrevejano;136;2021-11-18;spanish;0.0;192.0;0
716;Lincoln on Leadership;DonaldT.Phillips;DonaldT.Phillips;357;2022-01-18;English;0.0;500.0;0
717;Literatuurgeschiedenis;JoepLeerssen;JoepLeerssen;474;2016-03-31;dutch;0.0;1340.0;0
718;When Truth Is All You Have;JimMcCloskey,PhilipLerman,JohnGrisham-foreword;JimFrangione;619;2020-07-14;English;5.0;1005.0;1
719;Das Feuer brennt;FrankfurterAllgemeineArchiv;ThomasStecher,ChristianGeisler;137;2021-03-03;german;0.0;468.0;0
720;Over Time;FrankDeford;FrankDeford;746;2013-11-19;English;0.0;836.0;0
721;Definitely Dead;KateBendelow;AnnabelleIndge;546;2022-02-01;English;0.0;759.0;0
722;The Joy of Selling;SteveChandler;SteveChandler;232;2004-02-05;English;0.0;585.0;0
723;Mr Wilder and Me;JonathanCoe;KristinAtherton;490;2020-11-05;English;0.0;888.0;0
724;Religion for Atheists;AlaindeBotton;KrisDyer;302;2012-02-03;English;2.5;398.0;2
725;There's a Hole in My Bucket;RoydTolkien;DrewCullingham;633;2021-08-01;English;0.0;1008.0;0
726;About Amphibians: Sobre los Anfibios;CathrynSill;AlmaCuervo;25;2018-08-21;English;0.0;82.0;0
727;That Thin, Wild Mercury Sound;DarylSanders;GrahamHalstead;471;2018-10-02;English;0.0;586.0;0
728;A Gut Feeling;HeatherAnneWise;RachelFulginiti;470;2018-09-08;English;0.0;468.0;0
729;Long Walk to Freedom;NelsonMandela,SharonGelman-contributor;MichaelBoatman;1630;2018-08-28;English;5.0;500.0;6
730;The Art of Money Getting;P.T.Barnum;JimRoberts;87;2009-03-17;English;5.0;46.0;1
731;Everyday Yoga;Yogeswar;AnujDatta;735;2021-12-03;English;0.0;879.0;0
732;Tepperwein & Friends - Ohne Rauchen gesund & glücklich sein;RicardoM.;RicardoM.;35;2013-09-12;german;0.0;166.0;0
733;Дениска на Севером полюсе [Deniska at the North Pole];ГеннадийКораблев;ВладимирАбрамов;38;2021-10-11;russian;0.0;47.0;0
734;Mysteries of the Dark Moon;DemetraGeorge;SierraKline;746;2021-01-26;English;0.0;703.0;0
735;The Progress Principle;TeresaAmabile,StevenKramer;SharonWilliams;416;2012-04-16;English;4.5;670.0;3
736;Das Feuerschiff;SiegfriedLenz;VolkerLechtenbrink;262;2021-12-14;german;0.0;166.0;0
737;Angel and the Frog;LeoBooth;JoelRichards;277;2013-03-25;English;0.0;501.0;0
738;A Boy's Own Story;EdmundWhite;GeorgeBackman;537;2014-07-16;English;0.0;668.0;0
739;Когда: Научно обоснованные секреты идеального тайминга;SmartReading;ТатьянаМаерс;42;2020-09-04;russian;0.0;132.0;0
740;Koma;AlexGarland;EmilGemmerSchultz;153;2021-06-30;danish;0.0;267.0;0
741;第721回 新刊ラジオ第2部プレミアム　;矢島雅弘,石橋遊;矢島雅弘,石橋遊;16;2018-05-15;japanese;0.0;139.0;0
742;The Beginning;M.J.Thomas;AdamVerner;83;2018-09-06;English;0.0;586.0;0
743;宇宙のパワーと自由にアクセスする方法;ディーパックチョプラ,渡邊愛子（解説）;後藤敦,きっかわ佳代;348;2020-02-07;japanese;0.0;837.0;0
744;El fiscal de hierro;JavierCoelloTrejo;JavierCoelloTrejo;747;2021-09-30;spanish;0.0;844.0;0
745;Carmilla: A Vampyre Tale;J.SheridanLeFanu;MeganFollows;180;2010-04-27;English;4.5;501.0;3
746;Bengal Tigers;LynA.Sirota;anonymous;1;2022-03-08;English;0.0;82.0;0
747;Money Loves Speed;JoeVitale;JoeVitale;171;2021-03-23;English;5.0;1003.0;1
748;Te lo diré bajito... Qué bueno que viniste;LaeSánchez;SaraPereda;156;2022-03-24;spanish;0.0;192.0;0
749;Our Noise;JohnCook,MacMcCaughan,LauraBallance;RayPorter;540;2009-10-19;English;0.0;655.0;0
750;Glad Ghosts;D.H.Lawrence;PaulMetcalfe;86;2022-03-02;English;0.0;188.0;0
751;The Shotgun Wedding;WilliamW.Johnstone,J.A.Johnstone;J.RodneyTurner;684;2021-02-16;English;0.0;586.0;0
752;塔上の奇術師;江戸川乱歩;楠木華子,豊岡聡仁,安田愛実,;249;2022-01-31;japanese;0.0;697.0;0
754;Fortuna Sworn;K.J.Sutton;EmmaLysy;674;2020-10-27;English;3.0;1172.0;2
755;After the Tears;LorieDwinell,JaneMiddleton-Moz;LucindaGainey;529;2013-03-25;English;0.0;602.0;0
756;İngilizce Öğrenin;ThomasRike;ThomasRike;73;2021-03-31;turkish;0.0;300.0;0
757;¡A Las Armas! (Spanish Edition);QuiquePeinado;AlfonsoVillaAcuña;84;2020-01-16;spanish;0.0;268.0;0
758;Далекий берег;ДженниКолган;АллаЧовжик;138;2021-12-30;russian;0.0;32.0;0
759;KRYPTOWÄHRUNGEN - Das 1x1 der Investments in Bitcoin & Altcoins;WilliamLakefield;MarioKunze;183;2021-04-22;german;0.0;501.0;0
760;The Hospital;BrianAlexander;NickLandrum;891;2021-03-09;English;0.0;221.0;0
761;The Girl from the Fiction Department;HilarySpurling;SophieAldred;274;2018-10-30;English;0.0;417.0;0
762;Sins of a Saint;SherelleGreen;SeanCrisden,WesleighSiobhan;230;2021-07-06;English;0.0;469.0;0
763;La contagion du cœur;LaurencedelaBaume;ChristineBraconnier;426;2021-04-15;french;0.0;566.0;0
764;My Man Jeeves;P.G.Wodehouse;JordanGaither;272;2010-10-22;English;2.0;515.0;1
765;A Little Badness;JosephineCox;SherryBaines;949;2022-02-04;English;0.0;1063.0;0
766;Back and Neck Health;MohamedByden;GrahamWinton;347;2021-02-02;English;0.0;703.0;0
767;Minecraft: The Island (Narrated by Jack Black);MaxBrooks;JackBlack;377;2017-07-19;English;5.0;683.0;11
768;The Art of Letting Go;RaniaNaim,SkylaChild,MarisaBagnato,;TanyaEby;96;2020-02-11;English;4.5;351.0;9
